#timestamp_kf,x,y,z,qw,qx,qy,qz,vx,vy,vz
455872000000,0,0,0,1,0,0,0,0,0,0
456108000000,-1.4457059615885510251,0.3374419878363447145,1.2314610986480536425,-0.018525232949464794097,-0.0021672399688766373974,0.00094383010334562588827,0.99982559879202004272,0.019432819291306819426,0.012330376531610467983,0.00017122331539087115842
456324000000,-1.4400578897624773944,0.34230272932031008404,1.2315849782866401529,-0.018678456082613498906,-0.0024521166242740333532,0.0012297050725416965988,0.99982177923261184027,0.033125523343162571743,0.033378093051479353071,-0.00080405659282273506203
456560000000,-1.4206143748079917977,0.3422312808445356902,1.2308802964203238162,-0.018250602695816284249,0.0016751934590697201231,-0.00064649415150135080589,0.99983183149639043297,0.081874361278192378522,0.025311832261135577826,-0.0021194626528938647486
456784000000,-1.389810119972293867,0.34075992092141271783,1.2285205412036619421,-0.017867677766928494881,0.0026665969245154470812,-0.00023269736132924831256,0.99983677728117081873,0.13459053966994227736,0.022109015655981140158,-0.012654602651531057442
456988000000,-1.3602661733043981407,0.34632072047717554764,1.2257493494871403161,-0.017640073692942282585,0.0021436148525267460958,0.00036837160235069898312,0.99984203603260957127,0.16676153648049038547,0.034297996715031600634,-0.013469214216764589104
457264000000,-1.3097309413685367385,0.35798245081219404184,1.2221979242937779375,-0.017219013224771404641,0.0025928342977370494489,-0.00050373517610075870497,0.99984825300879631715,0.21089257272981010161,0.052753809617801329657,-0.0098579126738243625511
457516000000,-1.2551065638337541852,0.37182884751473127549,1.220125756491449831,-0.016925597044159464838,0.0035354330148898915551,-0.0019539197331696054639,0.99984859207570631057,0.25367805466591675234,0.063582875598565111175,-0.0090270759566660561252
457744000000,-1.1949211866194946463,0.38613792998539325785,1.2181096783169773623,-0.016700663792427183907,0.0029679679825630207041,-0.0036584016098795395927,0.99984943621157662541,0.29339335474451561092,0.065593098899468127438,-0.011163760707154586627
457984000000,-1.1248932713156667429,0.40044588793967617057,1.2145953139456655556,-0.016485990136492881947,0.0021547602265653480018,-0.003582692363982156649,0.99985535626560029243,0.33068330236374732234,0.062514743065249830933,-0.019437229958477159064
458268000000,-1.0296070865478856859,0.41740052798821991598,1.2099300702369066851,-0.01625841341263671927,0.0031370922947426167771,-0.0036125122507363878303,0.99985637588629516781,0.37101435083065670284,0.062629665519184654632,-0.015572281927399483914
458572000000,-1.403771801299479316,0.32654646965276640236,1.2363189278353630129,-0.018140080846682504756,-0.0024118473822757496329,-0.0058469911410587212947,0.99981544954740364517,-0.011007438705748684785,-0.0082896586084706975345,0.0021555659066912801272
458848000000,-1.4091286816788677339,0.34214368950177931339,1.2399813181896159886,-0.018067557651228201288,-0.0089576510304499191301,-0.0026278572102497546083,0.99979318772185010733,-0.017825940638667565202,-0.014920555752308547331,0.0055263347528348950519
459052000000,-1.4224821340712188178,0.34074870869060447376,1.23915991613308063,-0.017888918115122668523,-0.010610600736202633124,-0.0021927018690038008013,0.99978127298884789109,-0.028152255786946869809,-0.011693117385975018707,0.0070279215864978280756
459304000000,-1.4314079919574176358,0.33847525166207259595,1.2400624173704715147,-0.01793673005711658372,-0.011587974186055213788,-0.0027954035622199638507,0.9997680622464621969,-0.045030305827488639747,-0.007810432177860886574,0.00087007722265557488339
459552000000,-1.4440989414772835708,0.33647959359642665156,1.2401909555870669344,-0.017918477890348397802,-0.012450915855290673254,-0.0045347128038478595746,0.99975163877047201755,-0.064396471614742184508,-0.011977135441985205244,0.00041649518300857521578
459764000000,-1.4587133282075959162,0.33333192031992953108,1.2401909554833772109,-0.017871598402878965256,-0.012945239553979167105,-0.0048706511274471363249,0.99974461914081391711,-0.08470221169278951967,-0.020704206903450879385,0.00099175011484267834583
460004000000,-1.4813134224766510982,0.32763148661525443028,1.2406245466841778757,-0.017733980440389967431,-0.012976066899205601982,-0.0045697300180854230622,0.99974809086745897169,-0.11037612901656851383,-0.029154131786956215266,0.0030180170234813414459
460244000000,-1.5093417341036854395,0.31989339328802429696,1.2415852420334667627,-0.017644145767107266565,-0.012906586688415171496,-0.0052472346143863299317,0.99974725339412917613,-0.13578628577573959024,-0.038537998514942106709,0.0027479338285128569914
460488000000,-1.5439958837130522973,0.30983879653273416199,1.2414475204415171827,-0.017701621530100325463,-0.013230243675452712029,-0.0064751995416589304411,0.99973480735562525457,-0.16313556170927948075,-0.05029231028457427366,-0.0020871010671063860466
460700000000,-1.5806324849154238521,0.29775570311175164617,1.2404163684421805058,-0.017694046467059132421,-0.014107238490959919663,-0.0083193755553335937275,0.99970930501428767467,-0.19021125514571102233,-0.066672178475357349314,-0.0079465547137698121227
460968000000,-1.634250766195736615,0.2780003634205728269,1.2382709598472667611,-0.017608334216486512536,-0.015040888294827641988,-0.0072485351577944246229,0.99970554513991238821,-0.22884128125688801836,-0.087131260942162017114,-0.007617370609974194462
461204000000,-1.6907348557503454334,0.25643360117986008229,1.2367699173701731663,-0.017581576735394562755,-0.015670964049233855608,-0.0060822849842189731159,0.99970411365295286377,-0.2673481709826470154,-0.10117597791010037034,-0.0063334615225627156204
461448000000,-1.7604529191526556708,0.2308474244600897396,1.2352973588868592092,-0.017423087555474330024,-0.017160508297031577818,-0.0056593821469513002145,0.99968491254431601778,-0.31457547794210194425,-0.11201867403210125085,-0.0097988720745389029654
461740000000,-1.8612178186708385752,0.19613033573846538893,1.2313179358725323542,-0.017262894801355153224,-0.017065111024714217647,-0.0055811641942187699764,0.99968976440445200815,-0.37476691546606771821,-0.1250347018900942464,-0.016700206392089821106
461948000000,-1.9405710474446604685,0.17025874459468359756,1.2273634687233743179,-0.017182820393310069967,-0.017025131300071657398,-0.0060639354564161768862,0.99968901378094932042,-0.41818400798758831316,-0.13310939683179920379,-0.021571102580627773276
462208000000,-2.0527023710348615282,0.13478540230568603064,1.22191288943905918,-0.017222404736013538495,-0.017361345602608782568,-0.006845112140767214276,0.99967750644583186492,-0.47207567461576077639,-0.14760065711679973277,-0.021574758943739232031
462428000000,-2.1554707375224251287,0.10245540946054010334,1.2172428752259194518,-0.017217016485755212013,-0.01749358743557834911,-0.0078118569960981465092,0.99966820677274503826,-0.51739489464718624312,-0.16264662466188484213,-0.023600176287372671285
462644000000,-2.2704405220247743102,0.065810615426590834964,1.2117895260095652432,-0.017120111599326633817,-0.018619683312992945518,-0.0084625832449952385905,0.99964423364363597102,-0.56729118904291286896,-0.18230393155024293694,-0.028288345736081420972
462892000000,-2.4111443950789270829,0.020140090271808061551,1.2048354689333489187,-0.017146987293357486559,-0.019961435947760338555,-0.0080862975841945114452,0.99962099502413670482,-0.62679993582424864407,-0.2055444403817773269,-0.028358062649014872947
463108000000,-2.5448976015471695966,-0.023486723014870484333,1.1989657244993550123,-0.017154980305638389826,-0.021512356340528133308,-0.0071007403718805553461,0.99959617079176665833,-0.68518757700404930855,-0.22171203006628614762,-0.027927864878140116339
463348000000,-2.700149442934409727,-0.072845190383791433297,1.1925330621606675674,-0.017185526397376329338,-0.023633565251169809385,-0.0056850560569128589378,0.99955679799278729369,-0.75532445216123911269,-0.23407241155218200257,-0.031949688526470829131
463616000000,-2.9080643527580103402,-0.13529753869410723888,1.1832200212395140859,-0.017194480483841291518,-0.022517489317770113949,-0.0073893807293779487436,0.99957126287631514749,-0.84335342086105336001,-0.24657869672525728477,-0.036985499645732035356
463824000000,-3.068501611865916967,-0.18205958842205935411,1.1767395259378410355,-0.017146897719383009245,-0.02119818821216769289,-0.0096996203921597603376,0.99958118133514839432,-0.89910868825304712804,-0.26383292917466211192,-0.034954226732023217783
464100000000,-3.3203210132762674967,-0.25688804609920046218,1.1658532551643612241,-0.016958323850552649986,-0.021500971133161093929,-0.0098397679470181350497,0.99957656157958196808,-0.97988038092147189406,-0.29572631015040379276,-0.046071430715999131533
464368000000,-3.5854512530132547354,-0.33779904510648917082,1.1533789977437487462,-0.016998328665706191609,-0.02344600863048307976,-0.0086419727375525549895,0.99954322458264688311,-1.0617103269572580881,-0.32585270945019462197,-0.049581029053763513159
464592000000,-3.81849431125592087,-0.40925332925404872553,1.1428602102763194548,-0.017172928129297833355,-0.024247621185112661762,-0.0086491017051015112171,0.99952105352815068251,-1.137154577345541373,-0.34772543350887819003,-0.048226300334499455635
464824000000,-4.0873724829786199919,-0.49117550534997744816,1.1322225778703338683,-0.017241229668105886863,-0.024911940463775202742,-0.0080308932205976710922,0.99950869929978125583,-1.2204030378164194559,-0.36947914684799987306,-0.046288276512982950983
465084000000,-4.4016159074502230197,-0.58581122559698239893,1.1200878526897810605,-0.017047809942999425648,-0.024155131098806011808,-0.0091024454682081326617,0.99952140912751108459,-1.3119243736630712416,-0.39358665836247103131,-0.05155573540274163008
465288000000,-4.6713278733143264176,-0.6668064382631783138,1.1099279412025102598,-0.016941953149425887509,-0.02534403047190680533,-0.0097566425927791671641,0.99948759785614083029,-1.3855057082057835594,-0.41669423729581023252,-0.05009394889274097068
465516000000,-4.9737776305062100235,-0.75800716480481689086,1.0983390525165017682,-0.016987433832291100322,-0.026349221140024494531,-0.010250114170154206103,0.99945589237174781161,-1.4673928572275347637,-0.44415767236946129826,-0.056650422975084713251
465760000000,-5.3002668970020678785,-0.85687818574738461308,1.0851760796030658351,-0.016962033811580651266,-0.027283542297719492326,-0.0099480856012414270451,0.99943430665628740783,-1.5572187628820319816,-0.47151008398305449543,-0.066194828793699714287
466000000000,-5.6726852066882358372,-0.9702221997584785651,1.0696683124013448563,-0.01711047970948307087,-0.025941676393928584515,-0.010429378043189834954,0.99946260009247800404,-1.6529412317894394135,-0.50589851491500104075,-0.065252773968302285601
466264000000,-6.1152770850151361159,-1.1066131311684479499,1.0527616575159703949,-0.016994032442383733006,-0.024368433275931959681,-0.0091422485747469587475,0.99951678405718702436,-1.7493931044562420762,-0.54188169735257896154,-0.06769268490306026842
466484000000,-6.4944312607183718455,-1.2238057339932286727,1.0379254593794910999,-0.016974020342096614311,-0.025960171890901120872,-0.0090624670050111124503,0.99947777554110939224,-1.8287834713294361944,-0.56372213081090449815,-0.071461652016192325765
466752000000,-6.9682361317239696064,-1.3699645853369089021,1.0189238757276488645,-0.017135027672329914555,-0.028994564982491997929,-0.01132073565948995067,0.99936857413682600448,-1.9347434025259870882,-0.59771426628935908631,-0.078323142016266319998
466960000000,-7.3644193206863644008,-1.4929705672697974883,1.0035018308213250471,-0.017238502837254785632,-0.029641052730663274006,-0.012955047120687252643,0.99932797857712818423,-2.0275136342417607871,-0.63274153579922343127,-0.074204452176762553117
467220000000,-7.8985897477039230807,-1.6612984235020777923,0.98381156964392735276,-0.017211771876362094713,-0.029385291043084762336,-0.013669437423824464667,0.99932647621270687122,-2.1454626147008966086,-0.68352356074500553174,-0.081097598701410381072
467476000000,-8.4536600835767572448,-1.8395011948187096618,0.96206652786778745767,-0.01718764574566720299,-0.028477642716389313382,-0.012412665551793797963,0.99936956849452784901,-2.2597736440752997922,-0.73001830816235091515,-0.089924025440574206769
467732000000,-8.989619868537609193,-2.0136333536305257574,0.94022997812569009124,-0.017126157758855183044,-0.028440079955384910126,-0.011389294676052649086,0.99938388046802750786,-2.3599578874410300777,-0.77007491262094518447,-0.098427880852113999732
467968000000,-9.5294409028930076033,-2.1898954554114204996,0.91793057312346526544,-0.017159576437030369528,-0.029068203885975266165,-0.011286791981738750201,0.99936639766709511878,-2.4605952664613806036,-0.80285366131645830023,-0.098958845207753748374
468228000000,-10.133129722602111755,-2.3871055316777369804,0.89267452204260788751,-0.017086906349184055598,-0.031584315470525828329,-0.012603241071555552552,0.99927555106795495909,-2.571848634617390772,-0.84159144734198165771,-0.11371974398488850222
468480000000,-10.754538302554298212,-2.5908449898489913643,0.86430077551742245934,-0.017114645471734284826,-0.034062044912645160488,-0.013625760835425609549,0.99918026634256640328,-2.6964355849589787262,-0.8855352925772815853,-0.12304774924821024196
468724000000,-11.394633873952644265,-2.8015075017794672796,0.83562099516995724802,-0.017124033083579032893,-0.033862535969459629792,-0.013313414267424531282,0.99919109741290923488,-2.8222305579374626916,-0.93088819681968071329,-0.12534584630177347808
468960000000,-12.052087623397712335,-3.0189508110220888426,0.80662106466803928928,-0.016998297054776727311,-0.034651176924667140278,-0.012260117935437079423,0.99917968521341671284,-2.9462911691842026407,-0.97615055218461665998,-0.13217480931150923928
469208000000,-12.763189716512172822,-3.2541864597402043735,0.77390990061107378661,-0.017016736770023476594,-0.035068028474207493805,-0.010394012612968538123,0.99918598296334892872,-3.0810047415824657335,-1.0150863299583217092,-0.14643879164045373042
469412000000,-13.352281923017226717,-3.4473556007350745212,0.74591282707389305884,-0.017063917807752553707,-0.034469002048850977404,-0.010136317291432248716,0.99920866973749500328,-3.1866002639748209901,-1.0403636724726474938,-0.15164456392241817961
469624000000,-14.027582181232837399,-3.666757790269591144,0.71354757329299989266,-0.01710847561468284081,-0.034136954205531297446,-0.01148516165804004327,0.9992047135003918612,-3.3058352066662606283,-1.0706897948170750468,-0.16051189629271814252
469832000000,-14.726841881137788803,-3.8930507357083854458,0.67878713098915688384,-0.017118576122099871811,-0.034322941708976463515,-0.013471807206794583767,0.9991733585492446057,-3.4187227394890453702,-1.1071531612446283699,-0.17515299147528765045
